Month,AMP,ABC,AME,AMGN,APH,APC,ADI,ANTM,AON,APA,AWK,AMT,AIG,AXP,AEP,AAL,AMZN,MO,AAPL,ALL,ADS,ALXN,LNT,AGN,ALB,ALK,AKAM,APD,A,AFL,AMG,AET,AES,AAP,ADBE,AYI,ATVI,CAN,ABBV,ABT,MMM,AVB,AVY,BHI,BLL,BAC,BK,BCR,BAX,BBT,BDX,AMAT,ADM,AJG,AIZ,T,ADSK,ADP,AN,AZO,BSX,BBBY,BRK.B,BBY,BIIB,BLK,HRB,BA,BWA,BXP,CHRW,BMY,AVGO,BF.B,COG,CPB,COF,CBOE,HSIC,KMX,CCL,CAT,CBG,CBS,CELG,CNC,CNP,CTL,CERN,CF,CINF,SCHW,CHTR,CHK,CVX,CMG,CB,CHD,CI,XEC,CINF,CTAS,CSCO,C,CFG,CTXS,CLX,CME,CMS,COH,KO,CTSH,CL,CMCSA,CMA,CAG,CXO,COP,ED,STZ,GLW,COST,COTY,CCI,CSRA,CSX,CMI,CVS,DHI,DHR,DRI,DVA,DE,DLPH,DAL,XRAY,DVN,DFS,DISH,DG,DLTR,D,DOV,DOW,DPS,DTE,DD,DUK,DNB,ETFC,EMN,ETN,EBAY,EIX,EW,EA,EMR,ETR,EVHC,EOC,EQT,EFX,EQIX,EQR,EL,ES,EXC,EXPD,ESRX,EXR,XOM,FFIV,FB,FAST,FRT,FDX,FIS,FISV,FLIR,FLS,FLR,FMC,FTI,FL,F,FBHS,FCX,FTR,GPS,GRMN,GD,GE,GGP,GIS,GM,GPC,GILD,GPN,GS,GT,GWW,HAL,HBI,HOG,HAR,HRS,HIG,HAS,HCA,HSIC,HES,HPE,HOLX,HD,HON,HRL,HUM,HBAN,IDXX,ITW,ILMN,IR,INTC,ICE,IBM,INCY,IP,IPG,IFF,INTU,ISRG,IVZ,JEC,JBHT,SJM,JNJ,JPM,JNPR,KSU,K,KEY,KMB,KIM,KMI,KLAC,KSS,KHC,KR,LB,LLL,LH,LRCX,LEG,LEN,LVLT,LUK,LLY,LNC,LKQ,LMT,L,LYB,MTB,MAC,MNK,MRO,MPC,MAR,MMC,MLM,MA,MAT,MKC,MCD,MCK,MJN,MDT,MRK,MET,MTD,KORS,MCHP,MU,MSFT,MAA,MHK,TAP,MDLZ,MON,MNST,MS,MCO,MOS,MSI,MUR,MYL,NDAQ,NOV,NAVI,NTAP,NFLX,NWL,NFX,NEM,NEE,NLSN,NKE,NI,NBL,JWN,NSC,NTRS,NOC,NRG,NUE,NVDA,ORLY,OXY,OMC,OKE,ORCL,PCAR,PH,PDCO,PAYX,PYPL,PNR,PBCT,PEP,PKI,PRGO,PFE,PM,PSX,PNW,PXD,PNC,RL,PPG,PPL,PX,PCLN,PFG,PG,PGR,PRU,PSA,PVH,QRVO,PWR,QCOM,DGX,RRC,RTN,O,RHT,REG,REGN,RF,RSG,RAI,RHI,ROK,COL,ROP,ROST,R,CRM,SCG,SLB,SNI,STX,SEE,SRE,SHW,SIG,SPG,SWKS,SLG,LUV,SWN,SPGI,SWK,SBUX,SRCL,SYK,STI,SYMC,SYF,SYY,TROW,TGT,TEL,TGNA,TDC,TSO,TXN,TXT,HSY,TRV,TMO,TIF,TJX,TSCO,TDG,RIG,TRIP,TSN,UDR,ULTA,USB,UNP,UL,UNH,UPS,URI,UTX,UHS,UNM,URBN,VFC,VLO,VAR,VTR,VRSN,VRSK,VZ,VRTX,VIAB,V,VNO,VMC,WMT,DIS,WM,WAT,WEC,WFC,HCN,HCN,WDC,WI,WHR,WFM,WMB,WLTW,WYN,WYNN,XEL,XRX,XLNX,XYL,YHOO,YUM,ZBH,ZION,ZTS
2011-05,39,48,33,49,26,34,17,60,54,21,52,51,6,72,45,59,40,24,49,78,23,47,57,37,38,8,43,36,31,61,18,56,58,76,73,63,32,49,0,42,59,25,42,48,34,85,44,42,38,86,51,41,71,50,53,72,70,38,19,64,31,48,23,46,24,73,8,36,49,18,88,23,31,33,48,48,76,36,81,84,59,75,61,37,54,34,19,37,55,41,39,53,55,49,70,47,32,40,56,33,44,83,46,57,51,50,67,74,22,35,54,71,49,73,69,15,75,50,31,23,38,58,44,15,46,38,65,41,21,33,56,72,86,15,60,53,51,29,57,23,32,47,27,46,82,19,44,43,27,38,33,66,71,22,39,74,51,35,24,98,27,40,54,50,57,20,55,69,48,65,36,89,75,81,15,76,36,35,49,45,95,55,54,36,63,0,42,52,52,63,30,68,6,44,43,32,36,24,39,51,76,22,47,69,30,36,48,24,59,81,45,58,81,71,44,56,61,73,68,50,71,41,49,30,20,24,36,43,42,39,39,41,76,56,35,52,55,75,46,39,54,59,54,33,29,51,0,62,56,43,73,36,34,24,36,6,28,25,46,33,96,15,85,30,18,61,16,54,8,31,71,9,60,77,54,47,47,25,73,41,19,35,23,30,40,66,35,1,20,17,29,27,66,23,50,42,82,58,0,93,37,41,54,46,62,34,51,71,55,56,63,40,31,43,51,35,30,50,29,64,37,53,39,58,44,81,66,71,47,23,14,38,34,39,15,50,44,76,39,79,39,81,57,58,80,38,76,84,0,34,54,89,62,25,19,6,28,43,88,27,21,50,30,45,21,77,21,47,70,43,23,36,46,41,65,24,10,22,36,80,44,27,53,48,35,54,83,6,1,53,34,57,84,9,81,68,22,19,42,45,87,52,25,55,18,22,45,59,96,25,25,47,21,65,65,55,28,53,52,55,64,45,34,57,14,13,62,75,7,88,25,44,47,67,6,33,50,61,53,53,62,17,63,79,26,0,56,8,69,38,30,49,96,50,45,31,0
2011-06,42,51,31,17,25,33,17,63,50,23,54,55,5,78,49,59,42,27,53,81,23,54,69,35,38,10,42,37,30,63,21,59,56,82,73,54,30,51,0,41,59,34,42,47,47,93,46,39,40,91,54,31,70,55,60,78,68,40,18,69,31,50,17,47,23,78,7,43,48,22,93,24,32,39,54,40,85,34,83,93,59,77,66,25,56,32,19,45,59,45,46,54,58,55,74,48,35,41,60,34,48,87,45,56,55,50,72,70,22,32,49,72,47,76,78,14,71,47,34,24,36,59,44,16,50,47,67,45,21,34,59,83,79,14,65,66,57,27,58,26,33,46,29,48,84,27,43,47,28,35,33,65,70,22,43,78,52,40,24,47,29,42,63,50,59,26,52,74,52,74,35,79,79,83,18,82,36,39,48,47,100,55,58,36,64,14,46,55,51,67,34,63,7,45,43,39,38,27,44,53,83,24,45,69,30,35,51,26,60,83,42,58,79,71,47,55,59,80,66,40,76,44,48,32,21,23,40,45,41,41,38,39,81,58,36,49,64,79,40,39,58,60,50,33,31,52,0,61,62,46,79,33,41,26,35,5,27,26,46,32,92,13,91,32,21,75,30,59,8,35,77,10,58,78,58,44,48,24,76,42,16,32,24,28,41,69,34,1,20,16,31,29,68,23,43,40,86,60,0,98,42,43,53,46,64,29,50,76,60,52,68,40,31,42,46,34,33,50,33,75,38,56,41,56,45,83,68,80,45,24,14,39,35,34,23,54,50,75,39,77,40,91,56,57,89,40,82,91,0,37,56,97,62,27,19,7,33,62,95,30,29,48,29,47,26,79,24,51,68,47,25,36,71,38,71,20,9,25,39,92,44,22,55,45,37,55,95,6,1,54,35,61,85,12,88,67,20,20,42,58,91,49,33,52,18,26,50,59,96,25,29,47,23,67,69,57,29,56,53,55,75,48,28,54,14,19,65,68,5,91,26,51,51,73,7,34,62,67,50,50,63,19,66,86,30,0,80,7,75,38,29,43,96,42,47,26,0
2011-07,43,46,32,15,24,36,17,62,48,24,57,58,5,78,51,60,44,25,53,83,25,39,75,32,39,11,41,38,28,60,20,57,58,86,69,52,25,51,0,41,57,29,40,51,75,96,45,36,37,92,54,31,68,50,59,76,60,42,20,77,32,58,17,50,22,74,8,42,49,25,87,22,27,39,61,39,88,36,79,100,62,77,63,29,51,36,19,47,61,41,46,58,61,60,70,50,33,35,59,45,51,85,44,55,57,47,78,65,23,27,52,78,47,78,78,12,72,62,41,20,35,65,42,15,55,45,68,40,20,33,62,81,76,14,64,55,46,28,62,26,35,53,27,46,87,48,39,47,25,38,34,62,71,20,47,70,50,41,16,40,30,40,54,53,55,27,50,67,63,74,40,79,82,79,26,74,35,38,46,46,80,52,57,36,64,11,50,54,50,71,31,64,6,43,44,36,38,21,42,53,80,26,54,70,31,34,50,34,55,79,46,58,80,70,44,53,51,80,71,42,66,43,47,26,19,15,43,45,46,37,36,39,83,63,33,45,58,76,41,35,60,58,52,31,29,53,0,59,61,46,77,36,38,25,32,6,27,30,46,27,93,12,90,35,18,93,62,60,7,29,81,10,55,83,53,42,45,24,77,40,18,31,21,26,39,66,36,1,18,19,31,35,53,24,50,41,76,57,0,92,47,40,57,49,65,28,50,82,53,63,65,43,29,43,41,34,36,46,28,69,35,54,38,57,48,84,57,79,44,22,15,36,33,36,14,47,50,76,36,77,40,97,56,52,96,40,85,80,0,37,59,95,68,26,23,6,22,40,97,31,31,50,29,41,20,81,23,49,70,44,23,37,46,34,78,21,9,22,34,88,60,19,56,45,37,49,95,6,1,53,40,68,83,13,81,75,19,18,39,52,82,48,40,50,16,23,55,52,89,27,28,45,21,68,65,56,27,58,48,57,66,46,26,50,13,13,65,55,5,94,22,44,54,76,7,31,69,74,59,59,66,16,67,89,27,0,78,9,82,35,27,41,96,43,41,24,0
2011-08,46,48,30,15,24,39,15,63,46,28,63,67,5,78,47,59,46,23,53,87,27,36,63,36,39,6,41,36,29,65,15,61,54,82,70,49,26,54,0,41,59,29,44,56,77,100,49,36,37,94,53,31,70,57,62,77,65,41,19,74,30,55,30,55,22,74,9,41,46,16,92,22,30,41,52,44,86,49,76,91,58,80,58,35,50,36,20,63,61,48,47,65,63,63,70,48,34,40,59,43,55,87,41,56,57,48,69,77,20,27,51,86,48,81,81,13,67,55,49,19,36,62,43,14,44,40,73,43,21,31,63,77,76,13,63,51,55,24,64,27,35,100,34,51,96,41,38,54,26,45,36,66,69,21,49,76,49,46,18,49,29,43,64,53,56,84,48,61,57,73,44,85,82,89,29,79,35,39,45,46,83,55,55,43,66,10,46,55,52,66,33,62,5,39,41,41,39,22,41,53,89,26,47,65,31,32,54,29,53,77,42,66,87,67,43,55,60,80,71,43,65,45,47,34,19,17,44,46,42,40,47,41,81,59,36,44,59,76,46,32,59,60,42,37,26,57,0,58,59,45,80,44,42,25,32,6,25,32,47,29,87,14,92,41,19,72,42,56,8,36,77,10,57,77,55,42,45,24,79,40,23,29,23,26,34,68,31,1,17,17,31,40,57,28,41,39,89,61,0,95,41,39,51,55,59,26,55,79,73,54,70,42,27,41,45,34,37,45,30,72,35,57,40,79,45,85,48,82,43,22,14,38,38,33,20,53,54,77,36,91,40,87,63,52,96,39,84,87,0,49,58,100,62,25,23,6,26,45,100,31,25,50,32,41,25,81,22,52,88,46,27,37,50,36,74,21,11,19,38,86,69,31,55,47,40,50,100,5,1,59,43,68,88,9,81,58,24,18,42,50,87,50,41,50,17,25,55,55,89,26,33,44,24,80,67,58,26,62,47,63,65,47,28,53,12,22,69,54,5,95,20,54,54,75,6,34,76,82,54,54,68,17,64,83,26,0,77,9,79,35,28,45,96,41,44,25,0
2011-09,38,48,30,14,25,39,17,63,51,28,55,56,4,76,46,56,46,26,52,80,25,37,67,34,40,7,39,36,29,67,19,58,60,79,74,53,23,56,0,41,58,28,43,56,62,96,44,38,38,92,53,30,68,53,56,71,74,39,19,71,30,47,25,50,24,69,7,45,45,17,91,23,27,43,41,54,83,38,80,84,44,83,61,56,54,41,19,77,64,47,40,54,60,58,71,45,33,49,59,36,43,87,43,52,52,50,70,74,23,30,52,80,45,79,77,13,68,58,35,17,35,59,41,15,49,41,74,40,19,31,66,76,75,15,56,51,50,33,75,25,34,59,33,50,84,36,38,49,24,34,37,63,71,23,44,88,51,41,20,40,29,41,54,48,62,41,52,60,62,64,36,81,83,89,20,78,34,32,46,43,87,54,58,36,65,25,46,51,57,55,31,64,6,43,42,40,36,23,46,58,83,27,46,61,31,30,47,28,51,80,41,62,76,63,46,55,64,74,73,44,71,44,47,22,19,15,44,45,48,40,45,34,79,58,35,43,57,73,58,32,58,62,45,29,28,57,0,55,61,41,73,40,37,24,31,6,26,25,44,27,79,17,92,27,19,60,38,51,10,29,74,11,59,78,55,49,43,25,77,41,20,32,24,28,47,64,33,1,18,16,31,26,54,26,42,41,66,62,0,90,43,36,58,52,72,29,55,79,100,57,65,40,26,39,46,35,35,46,30,57,36,61,40,58,45,83,45,80,45,24,14,38,34,29,21,43,50,77,36,76,39,76,58,53,91,36,78,86,0,44,61,96,63,25,19,6,26,37,97,28,28,46,30,41,27,76,18,55,72,47,23,37,45,38,71,26,10,20,28,78,66,48,53,49,33,48,97,5,1,56,32,68,90,16,81,66,27,18,40,47,89,48,46,50,15,24,46,52,94,24,32,44,20,71,67,53,57,59,51,58,66,45,29,53,14,12,60,53,5,94,13,49,51,71,6,33,79,79,45,45,65,16,63,86,27,0,71,7,79,37,30,51,97,41,45,24,1
2011-10,43,46,28,16,23,43,16,65,48,24,46,44,4,74,43,55,47,28,100,80,24,37,67,35,38,19,41,37,27,63,21,61,57,76,77,48,22,49,0,47,55,26,42,59,46,94,44,38,38,89,52,24,67,51,52,87,74,37,17,67,30,42,21,50,24,68,8,39,45,22,89,22,27,39,56,64,82,37,77,82,45,86,62,49,56,33,19,77,62,36,35,62,56,54,69,47,31,40,64,26,42,87,42,56,52,49,70,68,23,33,52,66,43,74,74,11,75,55,37,22,36,58,43,15,50,38,71,43,18,31,71,72,71,13,53,53,49,26,66,28,38,49,25,48,80,23,39,43,24,36,37,62,70,26,46,99,52,37,15,43,31,38,51,42,62,66,54,60,62,64,36,79,81,88,28,78,38,34,46,41,80,49,41,35,68,100,57,49,59,52,29,65,5,42,44,37,34,24,39,69,84,26,45,55,30,30,49,31,52,80,43,57,88,58,55,61,68,74,73,39,73,43,47,25,19,15,39,45,60,48,48,34,82,51,34,43,59,70,50,33,57,59,38,73,26,58,0,55,70,40,72,41,40,25,37,4,26,29,44,25,79,17,88,34,17,66,50,49,8,30,80,13,60,91,56,46,43,24,80,42,20,31,23,28,38,66,30,1,17,20,34,29,53,25,35,40,77,63,0,87,40,34,55,46,55,31,51,77,67,58,60,39,26,38,47,40,32,45,34,53,34,60,40,61,41,83,39,83,48,20,13,35,41,45,22,49,49,77,37,88,38,70,61,59,94,36,72,90,0,43,59,95,64,25,14,6,25,43,92,27,31,45,29,43,31,83,16,53,65,47,24,36,50,35,63,22,10,21,28,74,57,39,49,50,39,45,93,5,1,51,35,64,95,11,78,71,25,17,44,43,85,50,46,50,13,24,42,46,77,25,31,42,17,73,64,49,32,47,55,60,69,47,31,53,13,12,59,57,5,99,26,46,55,80,5,31,56,82,40,40,66,15,66,80,25,0,61,9,78,37,30,54,96,43,44,32,0
2011-11,37,45,31,16,24,46,16,63,45,25,44,41,4,77,42,57,59,25,63,76,20,30,58,34,35,13,100,33,27,61,17,62,55,75,74,48,41,47,0,43,56,22,42,62,37,89,41,34,37,88,51,28,64,48,53,74,74,40,18,65,28,61,21,93,21,65,12,43,42,15,83,22,27,36,41,77,84,35,80,79,41,86,63,49,50,32,18,81,52,46,38,54,57,55,78,43,32,42,63,29,41,82,43,52,52,48,68,79,18,37,73,73,45,75,73,12,69,49,34,18,37,73,47,14,43,42,71,42,16,32,65,76,72,14,51,55,46,27,68,31,37,46,26,46,67,18,39,42,24,33,33,62,73,25,44,87,54,35,19,44,29,39,50,43,75,100,50,58,64,64,33,80,80,82,22,76,47,32,49,44,79,53,29,40,62,38,49,47,72,56,28,67,5,37,39,33,41,22,42,65,80,24,43,49,31,27,43,42,50,80,55,57,84,67,56,68,69,78,74,38,70,44,47,28,19,24,40,45,62,42,47,34,87,51,54,49,58,70,53,30,60,63,34,38,26,91,0,59,96,39,68,33,36,23,37,8,27,24,43,23,89,12,87,33,19,58,52,43,8,29,73,20,67,86,51,41,44,25,78,41,27,29,22,27,32,61,36,1,18,23,29,26,52,25,41,44,82,69,0,94,38,34,49,50,75,25,53,76,63,77,63,36,24,39,45,40,31,41,31,58,35,61,39,44,44,84,36,86,50,22,13,37,33,41,19,48,48,90,36,75,38,66,57,57,85,32,71,96,0,38,62,91,55,23,22,6,28,51,91,27,26,45,33,41,27,89,16,55,53,46,22,40,49,36,62,22,14,21,19,76,48,33,56,59,36,45,91,5,1,50,30,96,95,7,80,72,23,16,46,41,84,60,48,62,22,28,39,46,81,31,30,48,24,73,70,43,26,62,49,72,69,44,28,55,13,18,59,56,6,93,20,43,90,80,6,32,61,82,49,49,67,17,68,97,25,0,63,8,70,36,29,64,95,42,43,22,0
2011-12,40,44,25,14,21,37,14,57,41,19,46,44,4,81,39,56,71,22,64,68,20,34,66,34,28,11,58,29,23,55,13,55,47,79,72,40,30,41,0,37,50,24,46,54,37,92,39,31,32,94,49,26,58,46,48,75,61,43,15,67,26,77,17,91,19,55,16,36,37,13,87,19,22,34,46,56,89,31,74,85,42,83,52,41,45,31,19,85,48,37,37,56,59,52,83,46,28,37,54,29,37,74,38,52,56,43,53,66,14,30,89,63,33,77,81,12,62,42,31,15,33,80,52,17,36,42,68,41,17,27,80,75,66,12,50,43,41,25,69,32,45,45,21,40,48,17,36,40,23,34,29,57,73,27,36,74,49,35,14,37,28,36,47,41,76,29,45,57,67,66,30,76,83,76,23,93,57,30,46,38,66,46,39,64,59,28,44,53,65,62,26,64,5,32,38,30,32,20,38,53,77,24,34,52,33,24,42,50,45,72,58,55,65,62,51,55,51,85,62,37,57,40,47,22,16,18,35,43,48,42,33,29,86,54,32,37,51,62,51,24,63,53,28,36,20,100,0,60,100,36,67,55,35,20,30,5,23,23,46,24,84,11,93,30,17,56,39,41,7,75,74,23,65,89,50,56,37,20,71,33,33,30,20,25,25,59,29,1,16,18,27,25,41,26,36,41,74,55,0,75,44,30,40,45,42,25,57,76,62,90,63,36,23,42,38,37,32,38,24,60,30,51,36,43,48,88,31,100,39,19,12,31,28,35,18,36,47,100,33,70,32,62,54,45,78,31,69,86,0,33,57,89,47,21,15,5,25,33,96,28,26,36,32,34,21,91,15,51,61,42,17,38,37,30,50,17,18,17,31,70,44,25,54,58,31,40,95,5,1,45,34,95,93,7,67,73,20,13,54,38,68,78,44,65,11,22,35,45,79,43,23,45,17,64,85,43,23,56,44,83,70,44,24,44,11,14,65,44,5,100,20,80,86,90,6,25,34,89,40,40,64,13,64,95,23,0,58,8,69,32,24,55,91,39,38,20,0
2012-01,44,53,30,17,23,45,14,70,45,25,50,59,4,77,42,58,56,25,55,78,26,48,68,46,32,17,55,36,25,63,16,64,55,82,72,47,28,46,0,43,55,23,42,63,37,85,44,36,37,94,50,27,62,53,55,68,69,58,19,68,27,48,18,59,21,68,75,39,44,20,92,25,24,36,74,65,86,34,80,93,78,85,62,40,57,34,19,86,55,40,39,59,60,65,75,49,32,48,66,31,37,84,39,50,54,45,62,67,24,27,56,67,42,77,79,13,69,53,32,17,39,61,46,17,40,44,73,53,22,30,92,78,62,13,55,51,67,28,68,27,33,43,26,43,71,17,39,41,23,39,43,62,70,27,36,64,51,38,18,53,32,43,50,46,59,26,52,54,80,61,35,79,82,88,29,72,66,33,49,42,69,51,55,41,63,28,47,53,50,54,28,64,6,36,40,38,37,32,40,48,82,26,41,49,33,27,49,31,55,82,46,55,71,58,51,61,56,82,71,44,86,41,44,25,17,19,39,48,42,58,45,35,82,57,35,43,58,66,40,27,61,59,33,48,28,57,0,54,82,40,74,41,42,26,33,5,27,27,45,26,75,12,86,35,20,58,53,48,7,42,72,12,60,98,55,41,42,22,89,38,51,28,21,26,38,61,29,1,22,34,31,22,50,25,41,43,82,64,0,86,49,35,51,47,55,25,52,83,66,62,80,41,26,42,46,34,26,46,31,63,31,60,37,66,59,82,37,87,46,21,14,35,30,43,22,52,47,75,35,70,39,70,61,47,91,35,68,80,0,49,60,97,72,24,24,5,25,45,96,34,26,46,31,40,25,71,17,55,65,47,21,38,46,32,58,21,11,30,33,83,61,31,53,54,38,47,91,5,1,51,40,63,96,11,74,69,23,19,38,40,81,52,48,48,25,24,55,47,81,28,28,52,22,74,64,41,27,70,54,65,72,46,26,47,12,15,64,48,6,97,20,61,58,89,6,26,43,90,51,51,64,17,67,90,24,0,66,8,70,35,25,61,91,44,42,22,0
2012-02,49,57,31,18,24,43,15,64,46,28,52,50,4,73,45,54,51,27,51,75,24,46,69,40,38,16,50,35,28,60,16,60,62,81,68,54,27,53,0,43,57,27,40,67,38,82,47,36,38,97,50,27,61,51,51,68,71,46,19,70,31,44,32,53,24,69,87,38,45,20,97,24,28,40,64,53,85,36,80,99,63,88,66,40,53,42,19,86,62,53,41,63,56,61,71,52,32,47,62,41,42,83,43,50,55,48,58,66,22,32,58,65,42,73,81,11,76,53,32,19,42,57,48,17,45,44,77,50,23,31,76,79,63,13,53,56,62,29,66,26,34,46,28,47,59,19,39,41,24,48,37,64,70,29,46,67,49,38,21,49,31,44,57,47,64,24,56,61,66,65,35,82,82,92,21,73,60,36,56,43,68,53,66,47,64,51,48,50,50,48,29,65,5,38,42,39,46,27,36,49,85,26,45,54,30,27,47,27,52,80,43,53,74,57,49,62,57,81,76,43,80,45,41,22,18,17,37,51,39,58,48,39,86,57,31,43,55,71,50,30,60,57,33,50,28,54,0,49,66,42,75,38,42,27,33,6,27,27,51,25,75,13,91,38,19,59,59,48,8,40,68,12,59,78,53,46,43,24,88,41,31,30,46,25,46,60,32,1,34,35,31,23,58,23,36,43,89,66,0,96,46,35,53,47,52,28,57,77,66,60,65,57,26,42,50,33,20,48,34,70,34,60,39,59,49,83,40,78,51,21,14,48,30,37,17,59,48,70,37,69,41,78,63,53,90,38,67,82,0,42,65,98,64,23,32,6,26,48,100,27,33,45,32,40,28,71,16,60,73,49,21,37,53,33,58,28,10,19,30,78,74,35,56,50,39,51,90,5,1,54,40,62,96,8,87,69,22,16,43,40,87,55,55,48,22,24,51,49,83,27,31,47,26,70,66,40,29,54,54,62,72,45,28,50,14,12,57,58,6,90,21,56,55,86,6,33,60,92,55,55,60,17,61,88,23,0,68,15,71,37,27,67,91,48,44,21,0
2012-03,45,55,29,16,23,42,14,61,42,25,48,47,4,73,41,55,50,23,65,74,24,47,64,41,35,15,48,33,28,54,13,57,56,82,69,49,24,46,5,43,57,27,35,64,36,80,47,34,37,90,47,26,65,57,50,66,76,43,23,72,28,45,25,47,23,67,38,35,45,18,86,22,29,40,60,42,83,39,82,88,51,82,61,43,51,35,18,81,58,43,37,58,53,57,73,48,29,44,58,33,38,82,42,51,53,48,61,66,20,37,59,63,42,71,76,11,57,50,31,20,38,57,49,19,43,38,74,43,22,28,72,80,74,13,55,57,54,29,62,25,33,41,32,44,62,18,39,38,26,39,30,63,69,25,34,75,47,37,16,49,29,43,60,42,65,21,57,60,58,61,34,82,81,90,19,72,54,33,48,44,72,54,67,42,62,25,51,47,56,50,26,62,4,33,41,35,38,56,50,53,79,25,40,65,74,26,49,24,48,82,40,52,73,65,42,49,62,77,71,42,75,44,41,24,18,17,33,58,47,58,42,39,92,56,34,40,55,67,53,27,57,58,42,50,24,58,0,47,61,38,75,37,40,28,31,5,26,27,48,23,84,12,85,33,17,55,48,49,7,42,70,10,56,84,52,40,44,23,85,39,35,30,25,24,36,84,35,12,27,26,29,21,55,22,40,45,86,62,0,94,43,36,48,49,46,28,58,74,59,61,66,39,24,39,47,31,22,46,29,64,33,58,37,58,49,81,54,73,50,22,13,36,31,42,20,63,50,71,35,68,39,77,62,52,86,37,67,80,0,54,62,94,67,22,19,6,27,57,90,26,25,45,30,34,23,75,17,56,67,49,22,36,48,34,63,26,9,21,29,80,58,31,54,51,36,49,83,5,1,50,38,58,97,12,78,64,21,18,37,38,83,46,52,61,21,25,50,44,83,26,31,43,35,65,61,45,26,57,47,63,69,44,28,51,12,21,55,43,5,90,19,54,53,75,5,33,52,88,39,39,55,16,59,83,23,0,65,11,68,36,27,66,94,44,44,25,0
2012-04,42,55,27,17,22,40,12,57,40,24,50,56,4,71,41,53,48,25,48,72,23,49,62,38,31,16,45,35,26,55,15,54,51,75,61,44,24,43,2,41,58,29,29,57,39,77,44,33,38,93,44,23,62,57,49,65,75,43,18,71,29,47,24,38,21,62,37,36,45,15,90,20,27,37,57,37,84,33,77,75,45,81,57,34,58,38,17,76,63,42,39,53,51,65,77,50,29,48,56,24,43,85,40,49,54,45,62,60,18,35,56,60,45,68,78,11,91,52,30,20,35,60,68,13,36,42,70,43,23,31,71,76,85,11,51,54,61,25,63,29,35,43,28,47,68,19,39,36,22,35,29,61,70,23,36,75,41,36,15,58,29,41,57,45,61,23,52,63,59,66,36,81,82,85,19,67,37,32,45,41,67,51,57,44,61,20,43,47,57,53,25,59,4,28,39,33,37,100,32,52,77,24,49,68,33,24,44,25,49,76,39,47,84,72,41,48,56,76,67,43,83,43,41,25,17,15,33,50,35,51,46,36,83,57,35,39,55,65,60,32,57,50,38,50,23,51,0,50,67,39,71,33,35,28,33,6,24,23,50,23,84,12,85,32,16,54,49,49,7,41,68,10,50,89,52,39,42,23,81,37,40,34,22,21,43,68,53,4,22,60,26,21,54,20,33,47,83,62,0,89,42,37,48,55,53,27,64,71,58,61,61,39,24,37,43,31,21,44,29,69,32,57,34,50,47,82,60,69,58,21,13,37,32,43,18,56,52,71,36,69,35,73,56,54,80,37,67,79,0,46,63,92,64,22,22,5,25,45,90,28,32,41,27,37,28,76,17,56,56,45,20,36,43,36,68,23,9,21,26,61,56,28,53,49,36,45,77,5,1,51,36,53,92,10,81,62,20,18,38,38,72,49,57,66,17,22,52,42,83,27,27,42,24,64,56,50,27,55,47,64,69,46,28,47,11,14,57,45,8,86,30,47,50,80,6,27,45,89,39,39,53,15,60,85,26,0,64,10,64,33,26,62,93,43,41,20,0
2012-05,36,50,30,38,22,42,12,54,40,27,53,53,4,72,43,52,47,24,45,70,25,44,57,37,29,11,45,32,27,53,19,52,56,73,59,53,27,44,2,41,59,26,29,58,44,76,39,35,36,91,44,26,62,54,51,65,70,41,19,70,27,48,29,37,20,65,8,35,44,15,91,20,27,35,43,37,80,33,76,73,43,80,59,32,54,41,17,79,62,45,38,48,50,85,76,51,29,41,53,28,44,89,41,48,49,46,61,61,20,41,56,68,43,68,72,12,100,59,30,18,33,62,59,14,40,35,69,42,22,26,68,87,82,12,53,53,57,27,60,30,37,45,27,46,73,18,38,37,23,38,31,66,64,23,39,72,41,37,19,88,28,40,63,48,61,19,51,60,52,69,38,84,82,85,20,70,34,33,45,42,73,51,70,41,60,20,41,46,54,52,25,61,5,30,40,36,46,40,35,48,77,25,44,72,26,26,42,23,46,75,39,47,86,72,43,43,59,74,68,42,68,43,40,29,17,13,32,47,36,44,39,32,71,56,29,38,91,65,54,60,55,55,38,44,27,50,0,50,66,38,72,32,36,26,45,5,24,24,47,23,84,12,83,26,18,49,51,47,7,48,68,9,49,78,51,38,43,22,81,37,40,38,24,21,36,56,36,5,20,100,31,21,66,20,39,45,93,65,0,96,39,35,45,47,45,26,56,70,62,61,60,35,23,39,49,33,22,42,29,69,33,54,35,66,46,79,70,66,70,20,13,40,31,84,14,55,52,72,34,68,38,75,51,65,83,36,73,79,0,45,63,91,60,22,17,5,27,39,88,33,27,42,29,34,28,76,18,57,55,46,20,34,43,32,68,22,10,19,24,63,58,25,52,54,35,48,78,5,1,53,29,54,95,14,89,67,21,15,37,38,79,49,61,61,19,22,53,49,77,27,24,41,17,61,58,55,28,55,48,61,68,47,28,51,11,20,60,70,13,89,24,48,52,70,6,28,55,88,30,30,51,15,64,81,23,0,69,8,64,34,25,63,91,43,38,21,0
